,id,created_at,coordinates,text,in_reply_to_screen_name,in_reply_to_status_id_str,retweet_count,in_reply_to_status_text,Date,DayOfWeek,Day,Month,Year,Month1,Date1,text_new,text_reply,Sentiment,SentimentScor
10,6.415653858552259e+17,Wed Sep 09 10:54:42 +0000 2015,,"@denswor По стороннему сервису, увы, не подскажем. Но в нашем: переводы от неск.секунд до (максимум) 5 дней, зависит от карты получателя.",denswor,A641563796805447680,0.0,"@alfa_bank нет. из сберового мобильного приложения. со счета деньги уже списались, на альфовую карту до сих пор не пришло.",2015-09-09 10:54:42,3,9,9,2015,01.09.2015,9.09.2015," По стороннему сервису, увы, не подскажем. Но в нашем: переводы от неск.секунд до (максимум) 5 дней, зависит от карты получателя."," нет. из сберового мобильного приложения. со счета деньги уже списались, на альфовую карту до сих пор не пришло.",negative,0
11,6.415695831330284e+17,Wed Sep 09 11:11:23 +0000 2015,,@muthafaka @anton_davydov @artemeff Ограничение связано с пакетным или онлайн подключением интернет банка. Решается звонком в Тел. Центр,muthafaka,A641563361004621824,0.0,"@anton_davydov @artemeff
там еще онлайн-банкинг веселый http://t.co/iFMbLz3FSn",2015-09-09 11:11:23,3,9,9,2015,01.09.2015,9.09.2015,   Ограничение связано с пакетным или онлайн подключением интернет банка. Решается звонком в Тел. Центр," 
там еще онлайн-банкинг веселый ",positive,0
12,6.415698124733235e+17,Wed Sep 09 11:12:17 +0000 2015,,@artemeff @anton_davydov А что конкретно произошло? Постараемся помочь,artemeff,A641562694693322752,0.0,@anton_davydov бабло не дают :D,2015-09-09 11:12:17,3,9,9,2015,01.09.2015,9.09.2015,  А что конкретно произошло? Постараемся помочь, бабло не дают :D,positive,0
13,6.415930531999007e+17,Wed Sep 09 12:44:38 +0000 2015,,"@artemeff К сожалению, кредит ИП не предоставляем, но по предложению от банка для подтверждения дохода подойдет : http://t.co/FkhFouF96f",artemeff,A641569974897782787,0.0,@alfa_bank я ИП и хочу кредит как физ лицо,2015-09-09 12:44:38,3,9,9,2015,01.09.2015,9.09.2015," К сожалению, кредит ИП не предоставляем, но по предложению от банка для подтверждения дохода подойдет : ", я ИП и хочу кредит как физ лицо,negative,0
14,6.416160720016179e+17,Wed Sep 09 14:16:06 +0000 2015,,"@kotchuprik Когда валюта операции и валюта счета не совпадают, конвертация проводится так: http://t.co/9c9z7JH4SU",kotchuprik,A641605120057319424,0.0,"@alfa_bank не могу найти у вас комиссию на  конвертацию курса при оплате картой с привязанным валютным счетом. например, USD-&gt;RUB.",2015-09-09 14:16:06,3,9,9,2015,01.09.2015,9.09.2015," Когда валюта операции и валюта счета не совпадают, конвертация проводится так: "," не могу найти у вас комиссию на  конвертацию курса при оплате картой с привязанным валютным счетом. например, USD-&gt;RUB.",neutral,0
15,6.416161839182397e+17,Wed Sep 09 14:16:33 +0000 2015,,"@averyanov Уже разбираемся, по результатам напишем.",averyanov,A641610923220860928,0.0,@alfa_bank что посоветуете по https://t.co/Bvm0KALky2 и https://t.co/uLGb9EMAgh ?,2015-09-09 14:16:33,3,9,9,2015,01.09.2015,9.09.2015," Уже разбираемся, по результатам напишем.", что посоветуете по  и  ?,positive,0
16,6.416183410991104e+17,Wed Sep 09 14:25:07 +0000 2015,,@thunderquack Спасибо за доверие. Сумму комиссий уже возместили,thunderquack,A641522915683495936,0.0,"@alfa_bank Ого.
Вот именно по той причине, что вы лучшие, я и храню у вас свои несметные богатства",2015-09-09 14:25:07,3,9,9,2015,01.09.2015,9.09.2015, Спасибо за доверие. Сумму комиссий уже возместили," Ого.
Вот именно по той причине, что вы лучшие, я и храню у вас свои несметные богатства",positive,0
17,6.416288044908585e+17,Wed Sep 09 15:06:42 +0000 2015,,"@denswor Опять же не можем прокомментировать сторонние рапорты,но сроки переводов бывают разными.Уточнять про поступления можно в Тел.центре",denswor,A641618687196274688,0.0,@alfa_bank сбер бодро рапортует об исполненности платежа. кому задавать вопросы о зачислении денег на карту альфа? http://t.co/tPFR0qNfWh,2015-09-09 15:06:42,3,9,9,2015,01.09.2015,9.09.2015," Опять же не можем прокомментировать сторонние рапорты,но сроки переводов бывают разными.Уточнять про поступления можно в Тел.центре", сбер бодро рапортует об исполненности платежа. кому задавать вопросы о зачислении денег на карту альфа? ,positive,0
18,6.416341046189507e+17,Wed Sep 09 15:27:46 +0000 2015,,@0x101B Вопрос к российскому или белорусскому А-Банку? :),dogonthesun,A641617466792280064,0.0,@alfa_bank не пугайте людей сертификатом на http://t.co/22ao52qmIi :-) http://t.co/vRW3yubpif,2015-09-09 15:27:46,3,9,9,2015,01.09.2015,9.09.2015, Вопрос к российскому или белорусскому А-Банку? :), не пугайте людей сертификатом на  :-) ,positive,0
19,6.416732721705533e+17,Wed Sep 09 18:03:24 +0000 2015,,@0x101B :),dogonthesun,A641640935579906048,0.0,"@alfa_bank да, я же понял, что написал не туда) но что затвичено, топором не вырубишь @AlfabankBY интернациональный привет! XD",2015-09-09 18:03:24,3,9,9,2015,01.09.2015,9.09.2015, :)," да, я же понял, что написал не туда) но что затвичено, топором не вырубишь  интернациональный привет! XD",positive,0
20,6.418773626285015e+17,Thu Sep 10 07:34:23 +0000 2015,,@PetrovaEO Спасибо вам за такой приятный отзыв :),PetrovaEO,A641658169291350017,0.0,Отделение Альфа банка на Гарибальди ? очень хорошее. Персонал очень приятный и отличное обслуживание. #Альфабанк спасибо! Неожиданно приятно,2015-09-10 07:34:23,4,10,9,2015,01.09.2015,10.09.2015, Спасибо вам за такой приятный отзыв :),Отделение Альфа банка на Гарибальди ? очень хорошее. Персонал очень приятный и отличное обслуживание.  спасибо! Неожиданно приятно,positive,0
21,6.418932330402284e+17,Thu Sep 10 08:37:27 +0000 2015,,"@black_sky13 А напишите нам в личные сообщения, на какой номер пришло sms - проверим.",black_sky13,A641883311548276736,0.0,"Альфа-банк, такой Альфа-банк! Через 3 года после того, как я перестал пользоваться услугами банка, мне приходит смс о якобы задолженности!",2015-09-10 08:37:27,4,10,9,2015,01.09.2015,10.09.2015," А напишите нам в личные сообщения, на какой номер пришло sms - проверим.","Альфа-банк, такой Альфа-банк! Через 3 года после того, как я перестал пользоваться услугами банка, мне приходит смс о якобы задолженности!",positive,0
23,6.419452545271726e+17,Thu Sep 10 12:04:10 +0000 2015,,"@safinalexey Алексей, а прежнюю карту в Мурманске получали?",safinalexey,A641912967911612416,0.0,"звонит альфа-банк
-вам карта зарплатная пришла
-куда
-ленина 48, детский мир
-в мурманске толи?
-да
-девушка, я два года в питере живу",2015-09-10 12:04:10,4,10,9,2015,01.09.2015,10.09.2015," Алексей, а прежнюю карту в Мурманске получали?","звонит альфа-банк
-вам карта зарплатная пришла
-куда
-ленина 48, детский мир
-в мурманске толи?
-да
-девушка, я два года в питере живу",positive,0
25,6.419622644431135e+17,Thu Sep 10 13:11:45 +0000 2015,,"@Gonzo61rus К сожалению, ответ из Ростова пока не пришел. Вчера сделали запрос повторно, ждем информацию.",Gonzo61rus,A641957191935762432,0.0,@alfa_bank Ответ будет или нет? Что за детский сад?,2015-09-10 13:11:45,4,10,9,2015,01.09.2015,10.09.2015," К сожалению, ответ из Ростова пока не пришел. Вчера сделали запрос повторно, ждем информацию.", Ответ будет или нет? Что за детский сад?,positive,0
26,6.419631238517924e+17,Thu Sep 10 13:15:10 +0000 2015,,"@Ankaa26 Анна, пришлите пжл нам ваши ФИО и дату рождения на social@alfabank.ru с ссылкой на этот комментарий. Будем проверять",Ankaa26,A641942321391607808,0.0,Куда у меня пропадают деньги с карты альфа банка?? Эти пропажи нигде не отображаются. Вчера было 50 рэ. Сегодня хуякс и 39,2015-09-10 13:15:10,4,10,9,2015,01.09.2015,10.09.2015," Анна, пришлите пжл нам ваши ФИО и дату рождения на social.ru с ссылкой на этот комментарий. Будем проверять",Куда у меня пропадают деньги с карты альфа банка?? Эти пропажи нигде не отображаются. Вчера было 50 рэ. Сегодня хуякс и 39,negative,0
27,6.419648076886917e+17,Thu Sep 10 13:21:51 +0000 2015,,"@eugenekostylev Мобильное приложение само по себе бесплатное, а вот услуга АльфМобайл платная. Возможно, сотрудница это имела в виду -&gt;",eugenekostylev,A641964010577993728,0.0,Закрыл две карты @alfa_bank и три @Raiffeisen_Ru. Сотрудница Альфы попросила обязательно удалить приложение &lt;s&gt;и не звонить им больше&lt;/s&gt;.,2015-09-10 13:21:51,4,10,9,2015,01.09.2015,10.09.2015," Мобильное приложение само по себе бесплатное, а вот услуга АльфМобайл платная. Возможно, сотрудница это имела в виду -&gt;",Закрыл две карты  и три . Сотрудница Альфы попросила обязательно удалить приложение &lt;s&gt;и не звонить им больше&lt;/s&gt;.,positive,0
28,6.419656407529882e+17,Thu Sep 10 13:25:10 +0000 2015,,"@eugenekostylev Услугу отключить, если не планируете пользоваться. Про звонки совсем странно звучит. В каком отделении вы были и когда?",eugenekostylev,A641965200204255232,0.0,"@alfa_bank так что мне нужно удалить, услугу? :-D но платные функции приложения — это вообще смешно, конечно.",2015-09-10 13:25:10,4,10,9,2015,01.09.2015,10.09.2015," Услугу отключить, если не планируете пользоваться. Про звонки совсем странно звучит. В каком отделении вы были и когда?"," так что мне нужно удалить, услугу? :-D но платные функции приложения — это вообще смешно, конечно.",negative,0
29,6.419673998734459e+17,Thu Sep 10 13:32:09 +0000 2015,,@Ankaa26 По правилам идентификации консультация по выписке без кодового слова в ТЦ не проводится. Рекомендуем поменять его в отделении.,Ankaa26,A641963404811476992,0.0,@alfa_bank я вчера еще звонила в поддержку но без кодового слова ничего мне не сказали.  У меня сотня также исчезла вчера.,2015-09-10 13:32:09,4,10,9,2015,01.09.2015,10.09.2015, По правилам идентификации консультация по выписке без кодового слова в ТЦ не проводится. Рекомендуем поменять его в отделении., я вчера еще звонила в поддержку но без кодового слова ничего мне не сказали.  У меня сотня также исчезла вчера.,positive,0
30,6.419674775603569e+17,Thu Sep 10 13:32:28 +0000 2015,,@Ankaa26 Лучше все таки на почту),Ankaa26,A641964352636092416,0.0,@alfa_bank и вообще. Мне были доступны 982.84 р. Потом бац и начались пропажи. Я могу скрин прислать,2015-09-10 13:32:28,4,10,9,2015,01.09.2015,10.09.2015, Лучше все таки на почту), и вообще. Мне были доступны 982.84 р. Потом бац и начались пропажи. Я могу скрин прислать,negative,0
31,6.419733638633267e+17,Thu Sep 10 13:55:51 +0000 2015,,"@Ankaa26 Уже ответили. Описали все подробно для удобства в расчетах. Все операции отображены в выписке, проблем с нашей стороны нет",Ankaa26,A641967874475732992,0.0,@alfa_bank все отправила,2015-09-10 13:55:51,4,10,9,2015,01.09.2015,10.09.2015," Уже ответили. Описали все подробно для удобства в расчетах. Все операции отображены в выписке, проблем с нашей стороны нет", все отправила,neutral,0
32,6.41974666786177e+17,Thu Sep 10 14:01:02 +0000 2015,,"@Ankaa26 Мы указали об этом подробно в письме. На погашение процентов, комиссий и штрафов за образование просроченной задолженности.",Ankaa26,A641973667509981189,0.0,@alfa_bank тогда куда делись деньги?,2015-09-10 14:01:02,4,10,9,2015,01.09.2015,10.09.2015," Мы указали об этом подробно в письме. На погашение процентов, комиссий и штрафов за образование просроченной задолженности.", тогда куда делись деньги?,positive,0
33,6.419753455629312e+17,Thu Sep 10 14:03:44 +0000 2015,,@Ankaa26 Отключить услуги вы можете по звонку в Тел. Центр по 8-800-2000-000,Ankaa26,A641974932151341057,0.0,@alfa_bank вы можете отключить все эти альфа чеки и мобайлы?,2015-09-10 14:03:44,4,10,9,2015,01.09.2015,10.09.2015, Отключить услуги вы можете по звонку в Тел. Центр по 8-800-2000-000, вы можете отключить все эти альфа чеки и мобайлы?,positive,0
34,6.419756538149437e+17,Thu Sep 10 14:04:57 +0000 2015,,"@Ankaa26 ""Предоставление транша"" - это не начисление средств, а предоставление кредитных средств банком под списание подтвержденной покупки",Ankaa26,A641974863981342720,0.0,@alfa_bank странно что для этого банк сначала начислил мне деньги а потом опять начал их списывать,2015-09-10 14:04:57,4,10,9,2015,01.09.2015,10.09.2015," ""Предоставление транша"" - это не начисление средств, а предоставление кредитных средств банком под списание подтвержденной покупки", странно что для этого банк сначала начислил мне деньги а потом опять начал их списывать,positive,0
35,6.419813620655473e+17,Thu Sep 10 14:27:38 +0000 2015,,@nizhnik_max @typodar Поклеп и провокация :) С нами все в порядке.,nizhnik_max,A641980007506669568,0.0,@typodar @alfa_bank ?,2015-09-10 14:27:38,4,10,9,2015,01.09.2015,10.09.2015,  Поклеп и провокация :) С нами все в порядке.,  ?,negative,0
36,6.419954222240031e+17,Thu Sep 10 15:23:31 +0000 2015,,@alik_brezhnev @alfabank_ru Были наложены ограничения на снятие средств со счета?,alik_brezhnev,A641680171876110336,0.0,"@alfabank_ru, вообще я вас люблю, но сегодня вы суки: посчитать отмывом $ с зарплатного проекта своего партнёра - это финиш!",2015-09-10 15:23:31,4,10,9,2015,01.09.2015,10.09.2015,  Были наложены ограничения на снятие средств со счета?,", вообще я вас люблю, но сегодня вы суки: посчитать отмывом $ с зарплатного проекта своего партнёра - это финиш!",positive,0
37,6.42026837305086e+17,Thu Sep 10 17:28:20 +0000 2015,,"@shinespb Получили, простите, что сразу не отписались. Уточняем, прокомментируем по результатам.",shinespb,A642022080888737792,0.0,"@alfa_bank письмо то получили?:) а то отправил сразу, а до сих пор тишина.",2015-09-10 17:28:20,4,10,9,2015,01.09.2015,10.09.2015," Получили, простите, что сразу не отписались. Уточняем, прокомментируем по результатам."," письмо то получили?:) а то отправил сразу, а до сих пор тишина.",positive,0
38,6.42221589883433e+17,Fri Sep 11 06:22:13 +0000 2015,,"@ebronnik Подскажите, пожалуйста, зайти через Ключ так и не удалось?",ebronnik,A642187657745793025,0.0,@alfa_bank на альфа-клик не пускает через альфа-ключ. Это у вас косяки как всегда или у меня проблемы какие-то? Пишет всегда неверный пароль,2015-09-11 06:22:13,5,11,9,2015,01.09.2015,11.09.2015," Подскажите, пожалуйста, зайти через Ключ так и не удалось?", на альфа-клик не пускает через альфа-ключ. Это у вас косяки как всегда или у меня проблемы какие-то? Пишет всегда неверный пароль,positive,0
39,6.422218773190492e+17,Fri Sep 11 06:23:22 +0000 2015,,"@peapnz Скорость важна, согласны. Сроки зачисления зависят от правил банка-получателя https://t.co/L7fTUe9iHU",peapnz,A642050234726674432,0.0,"@alfa_bank ваш сервис перевода с карты на карту - полное говно, деньги идут более суток. Разве скорость не самое главное в таком переводе?",2015-09-11 06:23:22,5,11,9,2015,01.09.2015,11.09.2015," Скорость важна, согласны. Сроки зачисления зависят от правил банка-получателя "," ваш сервис перевода с карты на карту - полное говно, деньги идут более суток. Разве скорость не самое главное в таком переводе?",positive,0
40,6.422254991508972e+17,Fri Sep 11 06:37:45 +0000 2015,,"@skyfilster Давайте разберемся, что не так с юриками.Можете написать в личку название организации, в каком офисе обслуж-тесь, суть проблемы?",skyfilster,A642224236694794240,0.0,"@Dokhrimovich  пиаришь услуги физиков, а @alfa_bank теряет клиентов юриков! Гений маркетинга!",2015-09-11 06:37:45,5,11,9,2015,01.09.2015,11.09.2015," Давайте разберемся, что не так с юриками.Можете написать в личку название организации, в каком офисе обслуж-тесь, суть проблемы?","  пиаришь услуги физиков, а  теряет клиентов юриков! Гений маркетинга!",positive,0
41,6.422445532615844e+17,Fri Sep 11 07:53:28 +0000 2015,,"@Not_purum Давайте подробней: какие кнопки, где?",Not_purum,A642243602115133440,0.0,"Ну ёмаё, @alfa_bank, если я решил что не хочу производить никаких операций через приложение и отключил ""Мобайл"" уберите от меня эти кнопки!",2015-09-11 07:53:28,5,11,9,2015,01.09.2015,11.09.2015," Давайте подробней: какие кнопки, где?","Ну ёмаё, , если я решил что не хочу производить никаких операций через приложение и отключил ""Мобайл"" уберите от меня эти кнопки!",positive,0
42,6.422463362979635e+17,Fri Sep 11 08:00:33 +0000 2015,,"@Not_purum Вы отключили услугу Мобайл,но оставили приложение и версию Лайт, чтобы смотреть остатки по счетам, но не проводить операции, так?",Not_purum,A642244722426281984,0.0,@alfa_bank вот эти. http://t.co/3Gahb9m3yb,2015-09-11 08:00:33,5,11,9,2015,01.09.2015,11.09.2015," Вы отключили услугу Мобайл,но оставили приложение и версию Лайт, чтобы смотреть остатки по счетам, но не проводить операции, так?", вот эти. ,neutral,0
43,6.422498057465815e+17,Fri Sep 11 08:14:20 +0000 2015,,@Not_purum Точно. Спасибо.,Not_purum,A642246961391923200,0.0,"@alfa_bank кстати только щас заметил, у вас в рассылке со скриншота двойной пробел, поправьте, пожалуйста :)",2015-09-11 08:14:20,5,11,9,2015,01.09.2015,11.09.2015, Точно. Спасибо.," кстати только щас заметил, у вас в рассылке со скриншота двойной пробел, поправьте, пожалуйста :)",positive,0
44,6.42251361350914e+17,Fri Sep 11 08:20:31 +0000 2015,,"@Not_purum Приложение имеет стандартный вид, как и при подключенной, так и при отключенной услуге. Увы, индивид-но удалить кнопочки нельзя",Not_purum,A642246709867843585,0.0,@alfa_bank &gt;&gt; на приложение которое у меня уже было установлено. http://t.co/Z6gRjCTX3o,2015-09-11 08:20:31,5,11,9,2015,01.09.2015,11.09.2015," Приложение имеет стандартный вид, как и при подключенной, так и при отключенной услуге. Увы, индивид-но удалить кнопочки нельзя", &gt;&gt; на приложение которое у меня уже было установлено. ,neutral,0
45,6.422533797717443e+17,Fri Sep 11 08:28:32 +0000 2015,,"@Not_purum Не хотелось бы ограничивать возможности тех, кто захочет перейти на полную версию ;)",Not_purum,A642251628255571968,0.0,@alfa_bank вот поэтому я на ваших дизайнеров и маркетологов и жалуюсь( для Лайта могли бы и урезанное приложение запилить.,2015-09-11 08:28:32,5,11,9,2015,01.09.2015,11.09.2015," Не хотелось бы ограничивать возможности тех, кто захочет перейти на полную версию ;)", вот поэтому я на ваших дизайнеров и маркетологов и жалуюсь( для Лайта могли бы и урезанное приложение запилить.,negative,0
46,6.422541745252598e+17,Fri Sep 11 08:31:42 +0000 2015,,@Not_purum Понимаем ) Но пока планов на изменение формата лайт-версии нет.,Not_purum,A642253697154711553,0.0,"@alfa_bank ох) можно всю эту простыню активных но бесполезных кнопок заменить на одну ""Перейти на полную версию"". Или что-то в этом роде",2015-09-11 08:31:42,5,11,9,2015,01.09.2015,11.09.2015, Понимаем ) Но пока планов на изменение формата лайт-версии нет.," ох) можно всю эту простыню активных но бесполезных кнопок заменить на одну ""Перейти на полную версию"". Или что-то в этом роде",positive,0
47,6.422546545297367e+17,Fri Sep 11 08:33:36 +0000 2015,,@ogonkov Есть свои источники ),ogonkov,A642245544165961728,0.0,"Интересно, как @alfa_bank получил данные по фамилиям в их форме обратной связи? Есть даже частота вхождений фамилии. http://t.co/y6QcY6Lulz",2015-09-11 08:33:36,5,11,9,2015,01.09.2015,11.09.2015, Есть свои источники ),"Интересно, как  получил данные по фамилиям в их форме обратной связи? Есть даже частота вхождений фамилии. ",neutral,0
48,6.42271555502932e+17,Fri Sep 11 09:40:46 +0000 2015,,"@trashographer Уточните, пожалуйста,  о чем идет речь: заказ и доставка карты (дебетовой/кредитной), получение корреспонденции от банка?",trashographer,A642269564181610496,0.0,"Не смотря на мою заполненную заявку, @alfa_bank решил использовать прописку, где я не живу 10 лет и номер билайна неактивный 6 лет.",2015-09-11 09:40:46,5,11,9,2015,01.09.2015,11.09.2015," Уточните, пожалуйста,  о чем идет речь: заказ и доставка карты (дебетовой/кредитной), получение корреспонденции от банка?","Не смотря на мою заполненную заявку,  решил использовать прописку, где я не живу 10 лет и номер билайна неактивный 6 лет.",neutral,0
50,6.422852653237494e+17,Fri Sep 11 10:35:14 +0000 2015,,@MultiMooncat В чем именно?),MultiMooncat,A642284612522221568,0.0,@alfa_bank как всегда мы отстаем лет на 20,2015-09-11 10:35:14,5,11,9,2015,01.09.2015,11.09.2015, В чем именно?), как всегда мы отстаем лет на 20,negative,0
51,6.422888932205076e+17,Fri Sep 11 10:49:39 +0000 2015,,@Hannah_Rdn :),Hannah_Rdn,A642036210496630784,0.0,ND,2015-09-11 10:49:39,5,11,9,2015,01.09.2015,11.09.2015, :),ND,neutral,0
52,6.422913558096609e+17,Fri Sep 11 10:59:27 +0000 2015,,"@maximdj Почему сложилось такое впечатление? :( Готовы разобраться, поднять записи звонков, поговорить с руководителем офиса, если нужно.",maximdj,A642279393562374144,0.0,"Линия приоритетного обслуживания, гарантия слов сотрудников, срочные операции, всё это не работает у @alfa_bank #alfabank #уженеторт",2015-09-11 10:59:27,5,11,9,2015,01.09.2015,11.09.2015," Почему сложилось такое впечатление? :( Готовы разобраться, поднять записи звонков, поговорить с руководителем офиса, если нужно.","Линия приоритетного обслуживания, гарантия слов сотрудников, срочные операции, всё это не работает у   ",positive,0
53,6.423019806947205e+17,Fri Sep 11 11:41:40 +0000 2015,,"@maximdj Приносим извинения за сложившуюся ситуацию. Будем разбираться, почему так произошло.",maximdj,A642292438141374465,0.0,"@alfa_bank конечно всё это нужно. Заявка у вас в системе есть, упрощу даже вам жизнь №1509110823.",2015-09-11 11:41:40,5,11,9,2015,01.09.2015,11.09.2015," Приносим извинения за сложившуюся ситуацию. Будем разбираться, почему так произошло."," конечно всё это нужно. Заявка у вас в системе есть, упрощу даже вам жизнь №1509110823.",positive,0
54,6.42316251520467e+17,Fri Sep 11 12:38:22 +0000 2015,,@anisaRT @nervnvs @tinkoff_bank @sberbank У каждого банка свои сервисы со своими комиссиями ),anisaRT,A642306454893035520,0.0,@nervnvs ну так это от аппетитов банков зависит) @tinkoff_bank @alfa_bank @sberbank,2015-09-11 12:38:22,5,11,9,2015,01.09.2015,11.09.2015,    У каждого банка свои сервисы со своими комиссиями ), ну так это от аппетитов банков зависит)   ,positive,0
